id,data,nome,valor,tipo
9943,2023-08-03,Carlos Oliveira,200.12,debito
9944,2023-08-04,Ana Souza,75.00,credito
9945,2023-08-05,Fernanda Almeida,120.00,debito
9946,2023-08-06,Ricardo Lima,65.00,credito
9947,2023-08-07,Isabela Ferreira,83.40,debito
9948,2023-08-01,João Silva,150.23,debito
9949,2023-08-02,Maria Santos,50.00,credito
9950,2023-08-03,Carlos Oliveira,200.12,debito
9951,2023-08-04,Ana Souza,75.00,credito
9952,2023-08-05,Fernanda Almeida,120.00,debito
9953,2023-08-06,Ricardo Lima,65.00,credito
9954,2023-08-07,Isabela Ferreira,83.40,debito
9955,2023-08-01,João Silva,150.23,debito
9956,2023-08-02,Maria Santos,50.00,credito
9957,2023-08-03,Carlos Oliveira,200.12,debito
9958,2023-08-04,Ana Souza,75.00,credito
9959,2023-08-05,Fernanda Almeida,120.00,debito
9960,2023-08-06,Ricardo Lima,65.00,credito
9961,2023-08-07,Isabela Ferreira,83.40,debito
9962,2023-08-01,João Silva,150.23,debito
9963,2023-08-02,Maria Santos,50.00,credito
9964,2023-08-03,Carlos Oliveira,200.12,debito
9965,2023-08-04,Ana Souza,75.00,credito
9966,2023-08-05,Fernanda Almeida,120.00,debito
9967,2023-08-06,Ricardo Lima,65.00,credito
9968,2023-08-07,Isabela Ferreira,83.40,debito
9969,2023-08-01,João Silva,150.23,debito
9970,2023-08-02,Maria Santos,50.00,credito
9971,2023-08-03,Carlos Oliveira,200.12,debito
9972,2023-08-04,Ana Souza,75.00,credito
9973,2023-08-05,Fernanda Almeida,120.00,debito
9974,2023-08-06,Ricardo Lima,65.00,credito
9975,2023-08-07,Isabela Ferreira,83.40,debito
9976,2023-08-01,João Silva,150.23,debito
9977,2023-08-02,Maria Santos,50.00,credito
9978,2023-08-03,Carlos Oliveira,200.12,debito
9979,2023-08-04,Ana Souza,75.00,credito
9980,2023-08-05,Fernanda Almeida,120.00,debito
9981,2023-08-06,Ricardo Lima,65.00,credito
9982,2023-08-07,Isabela Ferreira,83.40,debito
9983,2023-08-01,João Silva,150.23,debito
9984,2023-08-02,Maria Santos,50.00,credito
9985,2023-08-03,Carlos Oliveira,200.12,debito
9986,2023-08-04,Ana Souza,75.00,credito
9987,2023-08-05,Fernanda Almeida,120.00,debito
9988,2023-08-06,Ricardo Lima,65.00,credito
9989,2023-08-07,Isabela Ferreira,83.40,debito
9990,2023-08-01,João Silva,150.23,debito
9991,2023-08-02,Maria Santos,50.00,credito
9992,2023-08-03,Carlos Oliveira,200.12,debito
9993,2023-08-04,Ana Souza,75.00,credito
9994,2023-08-05,Fernanda Almeida,120.00,debito
9995,2023-08-06,Ricardo Lima,65.00,credito
9996,2023-08-07,Isabela Ferreira,83.40,debito
9997,2023-08-01,João Silva,150.23,debito
9998,2023-08-02,Maria Santos,50.00,credito
9999,2023-08-03,Carlos Oliveira,200.12,debito
10000,2023-08-04,Ana Souza,75.00,credito
10001,2023-08-05,Fernanda Almeida,120.00,debito
10002,2023-08-06,Ricardo Lima,65.00,credito
10003,2023-08-07,Isabela Ferreira,83.40,debito
10004,2023-08-01,João Silva,150.23,debito
10005,2023-08-02,Maria Santos,50.00,credito
10006,2023-08-03,Carlos Oliveira,200.12,debito
10007,2023-08-04,Ana Souza,75.00,credito
10008,2023-08-05,Fernanda Almeida,120.00,debito
10009,2023-08-06,Ricardo Lima,65.00,credito
10010,2023-08-07,Isabela Ferreira,83.40,debito
10011,2023-08-01,João Silva,150.23,debito
10012,2023-08-02,Maria Santos,50.00,credito
10013,2023-08-03,Carlos Oliveira,200.12,debito
10014,2023-08-04,Ana Souza,75.00,credito
10015,2023-08-05,Fernanda Almeida,120.00,debito
10016,2023-08-06,Ricardo Lima,65.00,credito
10017,2023-08-07,Isabela Ferreira,83.40,debito
10018,2023-08-01,João Silva,150.23,debito
10019,2023-08-02,Maria Santos,50.00,credito
10020,2023-08-03,Carlos Oliveira,200.12,debito
10021,2023-08-04,Ana Souza,75.00,credito
10022,2023-08-05,Fernanda Almeida,120.00,debito
10023,2023-08-06,Ricardo Lima,65.00,credito
10024,2023-08-07,Isabela Ferreira,83.40,debito
10025,2023-08-01,João Silva,150.23,debito
10026,2023-08-02,Maria Santos,50.00,credito
10027,2023-08-03,Carlos Oliveira,200.12,debito
10028,2023-08-04,Ana Souza,75.00,credito
10029,2023-08-05,Fernanda Almeida,120.00,debito
10030,2023-08-06,Ricardo Lima,65.00,credito
10031,2023-08-07,Isabela Ferreira,83.40,debito
10032,2023-08-01,João Silva,150.23,debito
10033,2023-08-02,Maria Santos,50.00,credito
10034,2023-08-03,Carlos Oliveira,200.12,debito
10035,2023-08-04,Ana Souza,75.00,credito
10036,2023-08-05,Fernanda Almeida,120.00,debito
10037,2023-08-06,Ricardo Lima,65.00,credito
10038,2023-08-07,Isabela Ferreira,83.40,debito
10039,2023-08-01,João Silva,150.23,debito
10040,2023-08-02,Maria Santos,50.00,credito
10041,2023-08-03,Carlos Oliveira,200.12,debito
10042,2023-08-04,Ana Souza,75.00,credito
10043,2023-08-05,Fernanda Almeida,120.00,debito
10044,2023-08-06,Ricardo Lima,65.00,credito
10045,2023-08-07,Isabela Ferreira,83.40,debito
10046,2023-08-01,João Silva,150.23,debito
10047,2023-08-02,Maria Santos,50.00,credito
10048,2023-08-03,Carlos Oliveira,200.12,debito
10049,2023-08-04,Ana Souza,75.00,credito
10050,2023-08-05,Fernanda Almeida,120.00,debito
10051,2023-08-06,Ricardo Lima,65.00,credito
10052,2023-08-07,Isabela Ferreira,83.40,debito
10053,2023-08-01,João Silva,150.23,debito
10054,2023-08-02,Maria Santos,50.00,credito
10055,2023-08-03,Carlos Oliveira,200.12,debito
10056,2023-08-04,Ana Souza,75.00,credito
10057,2023-08-05,Fernanda Almeida,120.00,debito
10058,2023-08-06,Ricardo Lima,65.00,credito
10059,2023-08-07,Isabela Ferreira,83.40,debito
10060,2023-08-01,João Silva,150.23,debito
10061,2023-08-02,Maria Santos,50.00,credito
10062,2023-08-03,Carlos Oliveira,200.12,debito
10063,2023-08-04,Ana Souza,75.00,credito
10064,2023-08-05,Fernanda Almeida,120.00,debito
10065,2023-08-06,Ricardo Lima,65.00,credito
10066,2023-08-07,Isabela Ferreira,83.40,debito
10067,2023-08-01,João Silva,150.23,debito
10068,2023-08-02,Maria Santos,50.00,credito
10069,2023-08-03,Carlos Oliveira,200.12,debito
10070,2023-08-04,Ana Souza,75.00,credito
10071,2023-08-05,Fernanda Almeida,120.00,debito
10072,2023-08-06,Ricardo Lima,65.00,credito
10073,2023-08-07,Isabela Ferreira,83.40,debito
10074,2023-08-01,João Silva,150.23,debito
10075,2023-08-02,Maria Santos,50.00,credito
10076,2023-08-03,Carlos Oliveira,200.12,debito
10077,2023-08-04,Ana Souza,75.00,credito
10078,2023-08-05,Fernanda Almeida,120.00,debito
10079,2023-08-06,Ricardo Lima,65.00,credito
10080,2023-08-07,Isabela Ferreira,83.40,debito
10081,2023-08-01,João Silva,150.23,debito
10082,2023-08-02,Maria Santos,50.00,credito
10083,2023-08-03,Carlos Oliveira,200.12,debito
10084,2023-08-04,Ana Souza,75.00,credito
10085,2023-08-05,Fernanda Almeida,120.00,debito
10086,2023-08-06,Ricardo Lima,65.00,credito
10087,2023-08-07,Isabela Ferreira,83.40,debito
10088,2023-08-01,João Silva,150.23,debito
10089,2023-08-02,Maria Santos,50.00,credito
10090,2023-08-03,Carlos Oliveira,200.12,debito
10091,2023-08-04,Ana Souza,75.00,credito
10092,2023-08-05,Fernanda Almeida,120.00,debito
10093,2023-08-06,Ricardo Lima,65.00,credito
10094,2023-08-07,Isabela Ferreira,83.40,debito
10095,2023-08-01,João Silva,150.23,debito
10096,2023-08-02,Maria Santos,50.00,credito
10097,2023-08-03,Carlos Oliveira,200.12,debito
10098,2023-08-04,Ana Souza,75.00,credito
10099,2023-08-05,Fernanda Almeida,120.00,debito
10100,2023-08-06,Ricardo Lima,65.00,credito
10101,2023-08-07,Isabela Ferreira,83.40,debito
10102,2023-08-01,João Silva,150.23,debito
10103,2023-08-02,Maria Santos,50.00,credito
10104,2023-08-03,Carlos Oliveira,200.12,debito
10105,2023-08-04,Ana Souza,75.00,credito
10106,2023-08-05,Fernanda Almeida,120.00,debito
10107,2023-08-06,Ricardo Lima,65.00,credito
10108,2023-08-07,Isabela Ferreira,83.40,debito
10109,2023-08-01,João Silva,150.23,debito
10110,2023-08-02,Maria Santos,50.00,credito
10111,2023-08-03,Carlos Oliveira,200.12,debito
10112,2023-08-04,Ana Souza,75.00,credito
10113,2023-08-05,Fernanda Almeida,120.00,debito
10114,2023-08-06,Ricardo Lima,65.00,credito
10115,2023-08-07,Isabela Ferreira,83.40,debito
10116,2023-08-01,João Silva,150.23,debito
10117,2023-08-02,Maria Santos,50.00,credito
10118,2023-08-03,Carlos Oliveira,200.12,debito
10119,2023-08-04,Ana Souza,75.00,credito
10120,2023-08-05,Fernanda Almeida,120.00,debito
10121,2023-08-06,Ricardo Lima,65.00,credito
10122,2023-08-07,Isabela Ferreira,83.40,debito
10123,2023-08-01,João Silva,150.23,debito
10124,2023-08-02,Maria Santos,50.00,credito
10125,2023-08-03,Carlos Oliveira,200.12,debito
10126,2023-08-04,Ana Souza,75.00,credito
10127,2023-08-05,Fernanda Almeida,120.00,debito
10128,2023-08-06,Ricardo Lima,65.00,credito
10129,2023-08-07,Isabela Ferreira,83.40,debito
10130,2023-08-01,João Silva,150.23,debito
10131,2023-08-02,Maria Santos,50.00,credito
10132,2023-08-03,Carlos Oliveira,200.12,debito
10133,2023-08-04,Ana Souza,75.00,credito
10134,2023-08-05,Fernanda Almeida,120.00,debito
10135,2023-08-06,Ricardo Lima,65.00,credito
10136,2023-08-07,Isabela Ferreira,83.40,debito
10137,2023-08-01,João Silva,150.23,debito
10138,2023-08-02,Maria Santos,50.00,credito
10139,2023-08-03,Carlos Oliveira,200.12,debito
10140,2023-08-04,Ana Souza,75.00,credito
10141,2023-08-05,Fernanda Almeida,120.00,debito
10142,2023-08-06,Ricardo Lima,65.00,credito
10143,2023-08-07,Isabela Ferreira,83.40,debito
10144,2023-08-01,João Silva,150.23,debito
10145,2023-08-02,Maria Santos,50.00,credito
10146,2023-08-03,Carlos Oliveira,200.12,debito
10147,2023-08-04,Ana Souza,75.00,credito
10148,2023-08-05,Fernanda Almeida,120.00,debito
10149,2023-08-06,Ricardo Lima,65.00,credito
10150,2023-08-07,Isabela Ferreira,83.40,debito
10151,2023-08-01,João Silva,150.23,debito
10152,2023-08-02,Maria Santos,50.00,credito
10153,2023-08-03,Carlos Oliveira,200.12,debito
10154,2023-08-04,Ana Souza,75.00,credito
10155,2023-08-05,Fernanda Almeida,120.00,debito
10156,2023-08-06,Ricardo Lima,65.00,credito
10157,2023-08-07,Isabela Ferreira,83.40,debito
10158,2023-08-01,João Silva,150.23,debito
10159,2023-08-02,Maria Santos,50.00,credito
10160,2023-08-03,Carlos Oliveira,200.12,debito
10161,2023-08-04,Ana Souza,75.00,credito
10162,2023-08-05,Fernanda Almeida,120.00,debito
10163,2023-08-06,Ricardo Lima,65.00,credito
10164,2023-08-07,Isabela Ferreira,83.40,debito
10165,2023-08-01,João Silva,150.23,debito
10166,2023-08-02,Maria Santos,50.00,credito
10167,2023-08-03,Carlos Oliveira,200.12,debito
10168,2023-08-04,Ana Souza,75.00,credito
10169,2023-08-05,Fernanda Almeida,120.00,debito
10170,2023-08-06,Ricardo Lima,65.00,credito
10171,2023-08-07,Isabela Ferreira,83.40,debito
10172,2023-08-01,João Silva,150.23,debito
10173,2023-08-02,Maria Santos,50.00,credito
10174,2023-08-03,Carlos Oliveira,200.12,debito
10175,2023-08-04,Ana Souza,75.00,credito
10176,2023-08-05,Fernanda Almeida,120.00,debito
10177,2023-08-06,Ricardo Lima,65.00,credito
10178,2023-08-07,Isabela Ferreira,83.40,debito
10179,2023-08-01,João Silva,150.23,debito
10180,2023-08-02,Maria Santos,50.00,credito
10181,2023-08-03,Carlos Oliveira,200.12,debito
10182,2023-08-04,Ana Souza,75.00,credito
10183,2023-08-05,Fernanda Almeida,120.00,debito
10184,2023-08-06,Ricardo Lima,65.00,credito
10185,2023-08-07,Isabela Ferreira,83.40,debito
10186,2023-08-01,João Silva,150.23,debito
10187,2023-08-02,Maria Santos,50.00,credito
10188,2023-08-03,Carlos Oliveira,200.12,debito
10189,2023-08-04,Ana Souza,75.00,credito
10190,2023-08-05,Fernanda Almeida,120.00,debito
10191,2023-08-06,Ricardo Lima,65.00,credito
10192,2023-08-07,Isabela Ferreira,83.40,debito
10193,2023-08-01,João Silva,150.23,debito
10194,2023-08-02,Maria Santos,50.00,credito
10195,2023-08-03,Carlos Oliveira,200.12,debito
10196,2023-08-04,Ana Souza,75.00,credito
10197,2023-08-05,Fernanda Almeida,120.00,debito
10198,2023-08-06,Ricardo Lima,65.00,credito
10199,2023-08-07,Isabela Ferreira,83.40,debito
10200,2023-08-01,João Silva,150.23,debito
10201,2023-08-02,Maria Santos,50.00,credito
10202,2023-08-03,Carlos Oliveira,200.12,debito
10203,2023-08-04,Ana Souza,75.00,credito
10204,2023-08-05,Fernanda Almeida,120.00,debito
10205,2023-08-06,Ricardo Lima,65.00,credito
10206,2023-08-07,Isabela Ferreira,83.40,debito
10207,2023-08-01,João Silva,150.23,debito
10208,2023-08-02,Maria Santos,50.00,credito
10209,2023-08-03,Carlos Oliveira,200.12,debito
10210,2023-08-04,Ana Souza,75.00,credito
10211,2023-08-05,Fernanda Almeida,120.00,debito
10212,2023-08-06,Ricardo Lima,65.00,credito
10213,2023-08-07,Isabela Ferreira,83.40,debito
10214,2023-08-01,João Silva,150.23,debito
10215,2023-08-02,Maria Santos,50.00,credito
10216,2023-08-03,Carlos Oliveira,200.12,debito
10217,2023-08-04,Ana Souza,75.00,credito
10218,2023-08-05,Fernanda Almeida,120.00,debito
10219,2023-08-06,Ricardo Lima,65.00,credito
10220,2023-08-07,Isabela Ferreira,83.40,debito
10221,2023-08-01,João Silva,150.23,debito
10222,2023-08-02,Maria Santos,50.00,credito
10223,2023-08-03,Carlos Oliveira,200.12,debito
10224,2023-08-04,Ana Souza,75.00,credito
10225,2023-08-05,Fernanda Almeida,120.00,debito
10226,2023-08-06,Ricardo Lima,65.00,credito
10227,2023-08-07,Isabela Ferreira,83.40,debito
10228,2023-08-01,João Silva,150.23,debito
10229,2023-08-02,Maria Santos,50.00,credito
10230,2023-08-03,Carlos Oliveira,200.12,debito
10231,2023-08-04,Ana Souza,75.00,credito
10232,2023-08-05,Fernanda Almeida,120.00,debito
10233,2023-08-06,Ricardo Lima,65.00,credito
10234,2023-08-07,Isabela Ferreira,83.40,debito
10235,2023-08-01,João Silva,150.23,debito
10236,2023-08-02,Maria Santos,50.00,credito
10237,2023-08-03,Carlos Oliveira,200.12,debito
10238,2023-08-04,Ana Souza,75.00,credito
10239,2023-08-05,Fernanda Almeida,120.00,debito
10240,2023-08-06,Ricardo Lima,65.00,credito
10241,2023-08-07,Isabela Ferreira,83.40,debito
10242,2023-08-01,João Silva,150.23,debito
10243,2023-08-02,Maria Santos,50.00,credito
10244,2023-08-03,Carlos Oliveira,200.12,debito
10245,2023-08-04,Ana Souza,75.00,credito
10246,2023-08-05,Fernanda Almeida,120.00,debito
10247,2023-08-06,Ricardo Lima,65.00,credito
10248,2023-08-07,Isabela Ferreira,83.40,debito
10249,2023-08-01,João Silva,150.23,debito
10250,2023-08-02,Maria Santos,50.00,credito
10251,2023-08-03,Carlos Oliveira,200.12,debito
10252,2023-08-04,Ana Souza,75.00,credito
10253,2023-08-05,Fernanda Almeida,120.00,debito
10254,2023-08-06,Ricardo Lima,65.00,credito
10255,2023-08-07,Isabela Ferreira,83.40,debito
10256,2023-08-01,João Silva,150.23,debito
10257,2023-08-02,Maria Santos,50.00,credito
10258,2023-08-03,Carlos Oliveira,200.12,debito
10259,2023-08-04,Ana Souza,75.00,credito
10260,2023-08-05,Fernanda Almeida,120.00,debito
10261,2023-08-06,Ricardo Lima,65.00,credito
10262,2023-08-07,Isabela Ferreira,83.40,debito
10263,2023-08-01,João Silva,150.23,debito
10264,2023-08-02,Maria Santos,50.00,credito
10265,2023-08-03,Carlos Oliveira,200.12,debito
10266,2023-08-04,Ana Souza,75.00,credito
10267,2023-08-05,Fernanda Almeida,120.00,debito
10268,2023-08-06,Ricardo Lima,65.00,credito
10269,2023-08-07,Isabela Ferreira,83.40,debito
10270,2023-08-01,João Silva,150.23,debito
10271,2023-08-02,Maria Santos,50.00,credito
10272,2023-08-03,Carlos Oliveira,200.12,debito
10273,2023-08-04,Ana Souza,75.00,credito
10274,2023-08-05,Fernanda Almeida,120.00,debito
10275,2023-08-06,Ricardo Lima,65.00,credito
10276,2023-08-07,Isabela Ferreira,83.40,debito
10277,2023-08-01,João Silva,150.23,debito
10278,2023-08-02,Maria Santos,50.00,credito
10279,2023-08-03,Carlos Oliveira,200.12,debito
10280,2023-08-04,Ana Souza,75.00,credito
10281,2023-08-05,Fernanda Almeida,120.00,debito
10282,2023-08-06,Ricardo Lima,65.00,credito
10283,2023-08-07,Isabela Ferreira,83.40,debito
10284,2023-08-01,João Silva,150.23,debito
10285,2023-08-02,Maria Santos,50.00,credito
10286,2023-08-03,Carlos Oliveira,200.12,debito
10287,2023-08-04,Ana Souza,75.00,credito
10288,2023-08-05,Fernanda Almeida,120.00,debito
10289,2023-08-06,Ricardo Lima,65.00,credito
10290,2023-08-07,Isabela Ferreira,83.40,debito
10291,2023-08-01,João Silva,150.23,debito
10292,2023-08-02,Maria Santos,50.00,credito
10293,2023-08-03,Carlos Oliveira,200.12,debito
10294,2023-08-04,Ana Souza,75.00,credito
10295,2023-08-05,Fernanda Almeida,120.00,debito
10296,2023-08-06,Ricardo Lima,65.00,credito
10297,2023-08-07,Isabela Ferreira,83.40,debito
10298,2023-08-01,João Silva,150.23,debito
10299,2023-08-02,Maria Santos,50.00,credito
10300,2023-08-03,Carlos Oliveira,200.12,debito
10301,2023-08-04,Ana Souza,75.00,credito
10302,2023-08-05,Fernanda Almeida,120.00,debito
10303,2023-08-06,Ricardo Lima,65.00,credito
10304,2023-08-07,Isabela Ferreira,83.40,debito
10305,2023-08-01,João Silva,150.23,debito
10306,2023-08-02,Maria Santos,50.00,credito
10307,2023-08-03,Carlos Oliveira,200.12,debito
10308,2023-08-04,Ana Souza,75.00,credito
10309,2023-08-05,Fernanda Almeida,120.00,debito
10310,2023-08-06,Ricardo Lima,65.00,credito
10311,2023-08-07,Isabela Ferreira,83.40,debito
10312,2023-08-01,João Silva,150.23,debito
10313,2023-08-02,Maria Santos,50.00,credito
10314,2023-08-03,Carlos Oliveira,200.12,debito
10315,2023-08-04,Ana Souza,75.00,credito
10316,2023-08-05,Fernanda Almeida,120.00,debito
10317,2023-08-06,Ricardo Lima,65.00,credito
10318,2023-08-07,Isabela Ferreira,83.40,debito
10319,2023-08-01,João Silva,150.23,debito
10320,2023-08-02,Maria Santos,50.00,credito
10321,2023-08-03,Carlos Oliveira,200.12,debito
10322,2023-08-04,Ana Souza,75.00,credito
10323,2023-08-05,Fernanda Almeida,120.00,debito
10324,2023-08-06,Ricardo Lima,65.00,credito
10325,2023-08-07,Isabela Ferreira,83.40,debito
10326,2023-08-01,João Silva,150.23,debito
10327,2023-08-02,Maria Santos,50.00,credito
10328,2023-08-03,Carlos Oliveira,200.12,debito
10329,2023-08-04,Ana Souza,75.00,credito
10330,2023-08-05,Fernanda Almeida,120.00,debito
10331,2023-08-06,Ricardo Lima,65.00,credito
10332,2023-08-07,Isabela Ferreira,83.40,debito
10333,2023-08-01,João Silva,150.23,debito
10334,2023-08-02,Maria Santos,50.00,credito
10335,2023-08-03,Carlos Oliveira,200.12,debito
10336,2023-08-04,Ana Souza,75.00,credito
10337,2023-08-05,Fernanda Almeida,120.00,debito
10338,2023-08-06,Ricardo Lima,65.00,credito
10339,2023-08-07,Isabela Ferreira,83.40,debito
10340,2023-08-01,João Silva,150.23,debito
10341,2023-08-02,Maria Santos,50.00,credito
10342,2023-08-03,Carlos Oliveira,200.12,debito
10343,2023-08-04,Ana Souza,75.00,credito
10344,2023-08-05,Fernanda Almeida,120.00,debito
10345,2023-08-06,Ricardo Lima,65.00,credito
10346,2023-08-07,Isabela Ferreira,83.40,debito
10347,2023-08-01,João Silva,150.23,debito
10348,2023-08-02,Maria Santos,50.00,credito
10349,2023-08-03,Carlos Oliveira,200.12,debito
10350,2023-08-04,Ana Souza,75.00,credito
10351,2023-08-05,Fernanda Almeida,120.00,debito
10352,2023-08-06,Ricardo Lima,65.00,credito
10353,2023-08-07,Isabela Ferreira,83.40,debito
10354,2023-08-01,João Silva,150.23,debito
10355,2023-08-02,Maria Santos,50.00,credito
10356,2023-08-03,Carlos Oliveira,200.12,debito
10357,2023-08-04,Ana Souza,75.00,credito
10358,2023-08-05,Fernanda Almeida,120.00,debito
10359,2023-08-06,Ricardo Lima,65.00,credito
10360,2023-08-07,Isabela Ferreira,83.40,debito
10361,2023-08-01,João Silva,150.23,debito
10362,2023-08-02,Maria Santos,50.00,credito
10363,2023-08-03,Carlos Oliveira,200.12,debito
10364,2023-08-04,Ana Souza,75.00,credito
10365,2023-08-05,Fernanda Almeida,120.00,debito
10366,2023-08-06,Ricardo Lima,65.00,credito
10367,2023-08-07,Isabela Ferreira,83.40,debito
10368,2023-08-01,João Silva,150.23,debito
10369,2023-08-02,Maria Santos,50.00,credito
10370,2023-08-03,Carlos Oliveira,200.12,debito
10371,2023-08-04,Ana Souza,75.00,credito
10372,2023-08-05,Fernanda Almeida,120.00,debito
10373,2023-08-06,Ricardo Lima,65.00,credito
10374,2023-08-07,Isabela Ferreira,83.40,debito
10375,2023-08-01,João Silva,150.23,debito
10376,2023-08-02,Maria Santos,50.00,credito
10377,2023-08-03,Carlos Oliveira,200.12,debito
10378,2023-08-04,Ana Souza,75.00,credito
10379,2023-08-05,Fernanda Almeida,120.00,debito
10380,2023-08-06,Ricardo Lima,65.00,credito
10381,2023-08-07,Isabela Ferreira,83.40,debito
10382,2023-08-01,João Silva,150.23,debito
10383,2023-08-02,Maria Santos,50.00,credito
10384,2023-08-03,Carlos Oliveira,200.12,debito
10385,2023-08-04,Ana Souza,75.00,credito
10386,2023-08-05,Fernanda Almeida,120.00,debito
10387,2023-08-06,Ricardo Lima,65.00,credito
10388,2023-08-07,Isabela Ferreira,83.40,debito
10389,2023-08-01,João Silva,150.23,debito
10390,2023-08-02,Maria Santos,50.00,credito
10391,2023-08-03,Carlos Oliveira,200.12,debito
10392,2023-08-04,Ana Souza,75.00,credito
10393,2023-08-05,Fernanda Almeida,120.00,debito
10394,2023-08-06,Ricardo Lima,65.00,credito
10395,2023-08-07,Isabela Ferreira,83.40,debito
10396,2023-08-01,João Silva,150.23,debito
10397,2023-08-02,Maria Santos,50.00,credito
10398,2023-08-03,Carlos Oliveira,200.12,debito
10399,2023-08-04,Ana Souza,75.00,credito
10400,2023-08-05,Fernanda Almeida,120.00,debito
10401,2023-08-06,Ricardo Lima,65.00,credito
10402,2023-08-07,Isabela Ferreira,83.40,debito
10403,2023-08-01,João Silva,150.23,debito
10404,2023-08-02,Maria Santos,50.00,credito
10405,2023-08-03,Carlos Oliveira,200.12,debito
10406,2023-08-04,Ana Souza,75.00,credito
10407,2023-08-05,Fernanda Almeida,120.00,debito
10408,2023-08-06,Ricardo Lima,65.00,credito
10409,2023-08-07,Isabela Ferreira,83.40,debito
10410,2023-08-01,João Silva,150.23,debito
10411,2023-08-02,Maria Santos,50.00,credito
10412,2023-08-03,Carlos Oliveira,200.12,debito
10413,2023-08-04,Ana Souza,75.00,credito
10414,2023-08-05,Fernanda Almeida,120.00,debito
10415,2023-08-06,Ricardo Lima,65.00,credito
10416,2023-08-07,Isabela Ferreira,83.40,debito
10417,2023-08-01,João Silva,150.23,debito
10418,2023-08-02,Maria Santos,50.00,credito
10419,2023-08-03,Carlos Oliveira,200.12,debito
10420,2023-08-04,Ana Souza,75.00,credito
10421,2023-08-05,Fernanda Almeida,120.00,debito
10422,2023-08-06,Ricardo Lima,65.00,credito
10423,2023-08-07,Isabela Ferreira,83.40,debito
10424,2023-08-01,João Silva,150.23,debito
10425,2023-08-02,Maria Santos,50.00,credito
10426,2023-08-03,Carlos Oliveira,200.12,debito
10427,2023-08-04,Ana Souza,75.00,credito
10428,2023-08-05,Fernanda Almeida,120.00,debito
10429,2023-08-06,Ricardo Lima,65.00,credito
10430,2023-08-07,Isabela Ferreira,83.40,debito
10431,2023-08-01,João Silva,150.23,debito
10432,2023-08-02,Maria Santos,50.00,credito
10433,2023-08-03,Carlos Oliveira,200.12,debito
10434,2023-08-04,Ana Souza,75.00,credito
10435,2023-08-05,Fernanda Almeida,120.00,debito
10436,2023-08-06,Ricardo Lima,65.00,credito
10437,2023-08-07,Isabela Ferreira,83.40,debito
10438,2023-08-01,João Silva,150.23,debito
10439,2023-08-02,Maria Santos,50.00,credito
10440,2023-08-03,Carlos Oliveira,200.12,debito
10441,2023-08-04,Ana Souza,75.00,credito
10442,2023-08-05,Fernanda Almeida,120.00,debito
10443,2023-08-06,Ricardo Lima,65.00,credito
10444,2023-08-07,Isabela Ferreira,83.40,debito
10445,2023-08-01,João Silva,150.23,debito
10446,2023-08-02,Maria Santos,50.00,credito
10447,2023-08-03,Carlos Oliveira,200.12,debito
10448,2023-08-04,Ana Souza,75.00,credito
10449,2023-08-05,Fernanda Almeida,120.00,debito
10450,2023-08-06,Ricardo Lima,65.00,credito
10451,2023-08-07,Isabela Ferreira,83.40,debito
10452,2023-08-01,João Silva,150.23,debito
10453,2023-08-02,Maria Santos,50.00,credito
10454,2023-08-03,Carlos Oliveira,200.12,debito
10455,2023-08-04,Ana Souza,75.00,credito
10456,2023-08-05,Fernanda Almeida,120.00,debito
10457,2023-08-06,Ricardo Lima,65.00,credito
10458,2023-08-07,Isabela Ferreira,83.40,debito
10459,2023-08-01,João Silva,150.23,debito
10460,2023-08-02,Maria Santos,50.00,credito
10461,2023-08-03,Carlos Oliveira,200.12,debito
10462,2023-08-04,Ana Souza,75.00,credito
10463,2023-08-05,Fernanda Almeida,120.00,debito
10464,2023-08-06,Ricardo Lima,65.00,credito
10465,2023-08-07,Isabela Ferreira,83.40,debito
10466,2023-08-01,João Silva,150.23,debito
10467,2023-08-02,Maria Santos,50.00,credito
10468,2023-08-03,Carlos Oliveira,200.12,debito
10469,2023-08-04,Ana Souza,75.00,credito
10470,2023-08-05,Fernanda Almeida,120.00,debito
10471,2023-08-06,Ricardo Lima,65.00,credito
10472,2023-08-07,Isabela Ferreira,83.40,debito
10473,2023-08-01,João Silva,150.23,debito
10474,2023-08-02,Maria Santos,50.00,credito
10475,2023-08-03,Carlos Oliveira,200.12,debito
10476,2023-08-04,Ana Souza,75.00,credito
10477,2023-08-05,Fernanda Almeida,120.00,debito
10478,2023-08-06,Ricardo Lima,65.00,credito
10479,2023-08-07,Isabela Ferreira,83.40,debito
10480,2023-08-01,João Silva,150.23,debito
10481,2023-08-02,Maria Santos,50.00,credito
10482,2023-08-03,Carlos Oliveira,200.12,debito
10483,2023-08-04,Ana Souza,75.00,credito
10484,2023-08-05,Fernanda Almeida,120.00,debito
10485,2023-08-06,Ricardo Lima,65.00,credito
10486,2023-08-07,Isabela Ferreira,83.40,debito
10487,2023-08-01,João Silva,150.23,debito
10488,2023-08-02,Maria Santos,50.00,credito
10489,2023-08-03,Carlos Oliveira,200.12,debito
10490,2023-08-04,Ana Souza,75.00,credito
10491,2023-08-05,Fernanda Almeida,120.00,debito
10492,2023-08-06,Ricardo Lima,65.00,credito
10493,2023-08-07,Isabela Ferreira,83.40,debito
10494,2023-08-01,João Silva,150.23,debito
10495,2023-08-02,Maria Santos,50.00,credito
